Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1995Q4,0.0114010,467.833
Industry groups,Other services,SG01RSC04B01RS2,1995Q4,0.0174796,593.983
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1995Q4,0.0739358,2229.315
Industry groups,Agriculture,SG01RSC04B01AA1,1996Q1,0.0453697,1932.836
Industry groups,Forestry and logging,SG01RSC04B01AA2,1996Q1,0.0102935,208.300
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1996Q1,0.0088423,339.239
Industry groups,Mining,SG01RSC04B01BB1,1996Q1,0.0112127,598.960
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1996Q1,0.0524956,1308.113
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1996Q1,0.0103778,281.923
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1996Q1,0.0209034,428.424
Industry groups,Printing,SG01RSC04B01CC4,1996Q1,0.0070352,219.813
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1996Q1,0.0335357,915.516
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1996Q1,0.0063262,189.104
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1996Q1,0.0193815,596.553
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1996Q1,0.0221184,864.287
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1996Q1,0.0048327,171.274
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1996Q1,0.0273793,1322.135
Industry groups,Construction,SG01RSC04B01EE1,1996Q1,0.0416344,1546.310
Industry groups,Wholesale trade,SG01RSC04B01FF1,1996Q1,0.0560645,1805.523
Industry groups,Retail trade,SG01RSC04B01GH1,1996Q1,0.0467210,1368.523
Industry groups,Accommodation services,SG01RSC04B01GH2,1996Q1,0.0180816,726.852
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1996Q1,0.0540741,1537.169
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1996Q1,0.0424079,688.404
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1996Q1,0.0401640,1604.161
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1996Q1,0.0515865,2124.286
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1996Q1,0.0751390,2062.699
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1996Q1,0.0547344,2249.268
Industry groups,Administrative and support services,SG01RSC04B01MN2,1996Q1,0.0154970,659.090
Industry groups,Local Government administration,SG01RSC04B01OO1,1996Q1,0.0047938,166.265
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1996Q1,0.0340140,1251.780
Industry groups,Education and training,SG01RSC04B01PP1,1996Q1,0.0393389,1801.654
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1996Q1,0.0428286,1590.616
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1996Q1,0.0114010,479.836
Industry groups,Other services,SG01RSC04B01RS2,1996Q1,0.0174796,616.656
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1996Q1,0.0739358,2297.956
Industry groups,Agriculture,SG01RSC04B01AA1,1996Q2,0.0456190,1960.515
Industry groups,Forestry and logging,SG01RSC04B01AA2,1996Q2,0.0097612,196.251
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1996Q2,0.0089939,346.446
Industry groups,Mining,SG01RSC04B01BB1,1996Q2,0.0123538,616.364
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1996Q2,0.0500931,1274.755
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1996Q2,0.0104487,281.244
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1996Q2,0.0186217,453.887
Industry groups,Printing,SG01RSC04B01CC4,1996Q2,0.0067940,224.049
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1996Q2,0.0299544,902.828
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1996Q2,0.0059410,188.715
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1996Q2,0.0181425,615.368
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1996Q2,0.0219233,904.047
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1996Q2,0.0046777,178.653
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1996Q2,0.0280689,1265.436
Industry groups,Construction,SG01RSC04B01EE1,1996Q2,0.0436017,1598.556
Industry groups,Wholesale trade,SG01RSC04B01FF1,1996Q2,0.0526870,1820.098
Industry groups,Retail trade,SG01RSC04B01GH1,1996Q2,0.0453592,1382.035
Industry groups,Accommodation services,SG01RSC04B01GH2,1996Q2,0.0190023,733.084
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1996Q2,0.0496948,1516.510
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1996Q2,0.0426668,701.299
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1996Q2,0.0405114,1614.428
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1996Q2,0.0547265,2091.296
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1996Q2,0.0765520,2063.796
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1996Q2,0.0606340,2298.528
Industry groups,Administrative and support services,SG01RSC04B01MN2,1996Q2,0.0175451,655.550
Industry groups,Local Government administration,SG01RSC04B01OO1,1996Q2,0.0043191,171.642
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1996Q2,0.0343323,1246.912
Industry groups,Education and training,SG01RSC04B01PP1,1996Q2,0.0395432,1815.202
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1996Q2,0.0437946,1606.492
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1996Q2,0.0114227,457.827
Industry groups,Other services,SG01RSC04B01RS2,1996Q2,0.0176184,613.185
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1996Q2,0.0745954,2341.055
Industry groups,Agriculture,SG01RSC04B01AA1,1996Q3,0.0456190,2066.255
Industry groups,Forestry and logging,SG01RSC04B01AA2,1996Q3,0.0097612,207.263
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1996Q3,0.0089939,341.812
Industry groups,Mining,SG01RSC04B01BB1,1996Q3,0.0123538,684.400
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1996Q3,0.0500931,1273.156
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1996Q3,0.0104487,299.324
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1996Q3,0.0186217,451.906
Industry groups,Printing,SG01RSC04B01CC4,1996Q3,0.0067940,226.313
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1996Q3,0.0299544,916.989
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1996Q3,0.0059410,184.973
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1996Q3,0.0181425,597.723
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1996Q3,0.0219233,889.545
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1996Q3,0.0046777,173.536
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1996Q3,0.0280689,1185.743
Industry groups,Construction,SG01RSC04B01EE1,1996Q3,0.0436017,1621.904
Industry groups,Wholesale trade,SG01RSC04B01FF1,1996Q3,0.0526870,1860.072
Industry groups,Retail trade,SG01RSC04B01GH1,1996Q3,0.0453592,1382.397
Industry groups,Accommodation services,SG01RSC04B01GH2,1996Q3,0.0190023,748.429
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1996Q3,0.0496948,1519.174
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1996Q3,0.0426668,714.659
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1996Q3,0.0405114,1621.637
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1996Q3,0.0547265,2078.900
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1996Q3,0.0765520,2068.330
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1996Q3,0.0606340,2353.076
Industry groups,Administrative and support services,SG01RSC04B01MN2,1996Q3,0.0175451,664.419
Industry groups,Local Government administration,SG01RSC04B01OO1,1996Q3,0.0043191,167.235
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1996Q3,0.0343323,1211.668
Industry groups,Education and training,SG01RSC04B01PP1,1996Q3,0.0395432,1827.210
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1996Q3,0.0437946,1597.540
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1996Q3,0.0114227,484.653
Industry groups,Other services,SG01RSC04B01RS2,1996Q3,0.0176184,623.217
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1996Q3,0.0745954,2356.282
Industry groups,Agriculture,SG01RSC04B01AA1,1996Q4,0.0456190,2144.803
Industry groups,Forestry and logging,SG01RSC04B01AA2,1996Q4,0.0097612,201.428
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1996Q4,0.0089939,337.447
Industry groups,Mining,SG01RSC04B01BB1,1996Q4,0.0123538,764.652
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1996Q4,0.0500931,1300.685
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1996Q4,0.0104487,300.202
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1996Q4,0.0186217,441.285
Industry groups,Printing,SG01RSC04B01CC4,1996Q4,0.0067940,214.071
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1996Q4,0.0299544,926.721
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1996Q4,0.0059410,191.216
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1996Q4,0.0181425,603.993
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1996Q4,0.0219233,876.785
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1996Q4,0.0046777,168.350
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1996Q4,0.0280689,1266.639
Industry groups,Construction,SG01RSC04B01EE1,1996Q4,0.0436017,1654.867
Industry groups,Wholesale trade,SG01RSC04B01FF1,1996Q4,0.0526870,1854.651
Industry groups,Retail trade,SG01RSC04B01GH1,1996Q4,0.0453592,1396.683
Industry groups,Accommodation services,SG01RSC04B01GH2,1996Q4,0.0190023,735.562
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1996Q4,0.0496948,1522.117
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1996Q4,0.0426668,723.432
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1996Q4,0.0405114,1648.301
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1996Q4,0.0547265,2134.507
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1996Q4,0.0765520,2076.535
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1996Q4,0.0606340,2441.993
Industry groups,Administrative and support services,SG01RSC04B01MN2,1996Q4,0.0175451,685.122
Industry groups,Local Government administration,SG01RSC04B01OO1,1996Q4,0.0043191,166.979
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1996Q4,0.0343323,1228.788
Industry groups,Education and training,SG01RSC04B01PP1,1996Q4,0.0395432,1837.684
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1996Q4,0.0437946,1610.621
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1996Q4,0.0114227,482.359
Industry groups,Other services,SG01RSC04B01RS2,1996Q4,0.0176184,615.124
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1996Q4,0.0745954,2367.385
Industry groups,Agriculture,SG01RSC04B01AA1,1997Q1,0.0456190,2203.294
Industry groups,Forestry and logging,SG01RSC04B01AA2,1997Q1,0.0097612,198.884
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1997Q1,0.0089939,321.430
Industry groups,Mining,SG01RSC04B01BB1,1997Q1,0.0123538,840.412
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1997Q1,0.0500931,1257.732
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1997Q1,0.0104487,291.077
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1997Q1,0.0186217,447.081
Industry groups,Printing,SG01RSC04B01CC4,1997Q1,0.0067940,221.857
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1997Q1,0.0299544,919.043
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1997Q1,0.0059410,186.000
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1997Q1,0.0181425,599.894
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1997Q1,0.0219233,843.133
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1997Q1,0.0046777,160.294
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1997Q1,0.0280689,1223.958
Industry groups,Construction,SG01RSC04B01EE1,1997Q1,0.0436017,1717.588
Industry groups,Wholesale trade,SG01RSC04B01FF1,1997Q1,0.0526870,1826.848
Industry groups,Retail trade,SG01RSC04B01GH1,1997Q1,0.0453592,1379.391
Industry groups,Accommodation services,SG01RSC04B01GH2,1997Q1,0.0190023,733.228
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1997Q1,0.0496948,1481.275
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1997Q1,0.0426668,731.571
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1997Q1,0.0405114,1679.011
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1997Q1,0.0547265,2158.701
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1997Q1,0.0765520,2089.136
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1997Q1,0.0606340,2471.244
Industry groups,Administrative and support services,SG01RSC04B01MN2,1997Q1,0.0175451,684.838
Industry groups,Local Government administration,SG01RSC04B01OO1,1997Q1,0.0043191,169.060
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1997Q1,0.0343323,1199.353
Industry groups,Education and training,SG01RSC04B01PP1,1997Q1,0.0395432,1846.631
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1997Q1,0.0437946,1616.627
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1997Q1,0.0114227,481.923
Industry groups,Other services,SG01RSC04B01RS2,1997Q1,0.0176184,609.885
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1997Q1,0.0745954,2354.870
Industry groups,Agriculture,SG01RSC04B01AA1,1997Q2,0.0433925,2197.857
Industry groups,Forestry and logging,SG01RSC04B01AA2,1997Q2,0.0088460,220.424
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1997Q2,0.0085354,334.268
Industry groups,Mining,SG01RSC04B01BB1,1997Q2,0.0119163,801.612
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1997Q2,0.0512056,1331.865
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1997Q2,0.0090067,303.647
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1997Q2,0.0172086,438.919
Industry groups,Printing,SG01RSC04B01CC4,1997Q2,0.0066268,220.013
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1997Q2,0.0291272,939.544
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1997Q2,0.0058069,191.163
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1997Q2,0.0193458,633.435
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1997Q2,0.0203835,859.835
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1997Q2,0.0045040,165.334
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1997Q2,0.0287044,1194.305
Industry groups,Construction,SG01RSC04B01EE1,1997Q2,0.0442895,1695.450
Industry groups,Wholesale trade,SG01RSC04B01FF1,1997Q2,0.0548013,1912.704
Industry groups,Retail trade,SG01RSC04B01GH1,1997Q2,0.0444565,1414.822
Industry groups,Accommodation services,SG01RSC04B01GH2,1997Q2,0.0184356,727.300
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1997Q2,0.0470367,1508.392
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1997Q2,0.0434882,756.117
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1997Q2,0.0419889,1693.378
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1997Q2,0.0540359,2148.572
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1997Q2,0.0778295,2104.905
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1997Q2,0.0636114,2443.644
Industry groups,Administrative and support services,SG01RSC04B01MN2,1997Q2,0.0176109,673.276
Industry groups,Local Government administration,SG01RSC04B01OO1,1997Q2,0.0042643,168.593
